aircraft_id,ref_month,y,year_month,env_available,flag_prior_corrosion
1d239b,2026-04,1,2026-04,False,False
1d31bc,2023-01,0,2023-01,True,False
1d31bc,2025-01,1,2025-01,True,False
1da921,2022-03,0,2022-03,True,False
1da921,2024-03,1,2024-03,True,False
1ded5e,2023-06,0,2023-06,True,False
1ded5e,2025-06,1,2025-06,True,False
1dfc25,2018-01,0,2018-01,True,False
1dfc25,2020-01,1,2020-01,True,False
1e2a3c,2022-05,0,2022-05,True,False
1e2a3c,2024-05,1,2024-05,True,False
1e2c16,2023-03,0,2023-03,True,False
1e2c16,2025-03,1,2025-03,True,False
1e412e,2020-02,0,2020-02,True,False
1e412e,2022-02,1,2022-02,True,False
1e8526,2023-12,0,2023-12,False,False
1e8526,2025-12,1,2025-12,False,False
1ea15d,2022-03,0,2022-03,True,False
1ea15d,2024-03,1,2024-03,True,False
1ec930,2023-08,0,2023-08,True,False
1ec930,2025-08,1,2025-08,True,False
1ece59,2019-03,0,2019-03,True,False
1ece59,2021-03,1,2021-03,True,False
1f0dba,2022-11,0,2022-11,True,False
1f0dba,2024-11,1,2024-11,True,False
1fefee,2023-07,0,2023-07,True,False
1fefee,2025-07,1,2025-07,True,False
20b197,2020-11,0,2020-11,True,False
20b197,2022-11,1,2022-11,True,False
20e17f,2018-10,0,2018-10,False,False
20e17f,2020-10,1,2020-10,False,False
20ec38,2024-03,0,2024-03,True,False
20ec38,2026-03,1,2026-03,False,False
22655b,2020-09,0,2020-09,False,False
22655b,2022-09,1,2022-09,False,False
234d70,2022-07,0,2022-07,True,False
234d70,2024-07,1,2024-07,True,False
244977,2020-11,0,2020-11,True,False
244977,2022-11,1,2022-11,True,False
24e25f,2023-08,0,2023-08,True,False
24e25f,2025-08,1,2025-08,True,False
255bee,2019-03,0,2019-03,True,False
255bee,2021-03,1,2021-03,True,False
25a31e,2024-02,0,2024-02,True,False
25a31e,2026-02,1,2026-02,False,False
25cf0e,2023-05,0,2023-05,True,False
25cf0e,2025-05,1,2025-05,True,False
261997,2017-05,0,2017-05,True,False
261997,2019-05,1,2019-05,True,False
266e3f,2021-04,0,2021-04,True,False
266e3f,2023-04,1,2023-04,True,False
26f93d,2022-04,0,2022-04,True,False
26f93d,2024-04,1,2024-04,True,False
272b37,2022-07,0,2022-07,True,False
272b37,2024-07,1,2024-07,True,False
27e6f6,2023-08,0,2023-08,True,False
27e6f6,2025-08,1,2025-08,True,False
280763,2020-05,0,2020-05,True,False
280763,2022-05,1,2022-05,True,False
281c9a,2022-07,0,2022-07,True,False
281c9a,2024-07,1,2024-07,True,False
282771,2022-01,0,2022-01,True,False
282771,2024-01,1,2024-01,True,False
289ad9,2022-11,0,2022-11,True,False
289ad9,2024-11,1,2024-11,True,False
28b0ee,2019-11,0,2019-11,True,False
28b0ee,2021-11,1,2021-11,True,False
29b687,2023-02,0,2023-02,True,False
29b687,2025-02,1,2025-02,True,False
29bf18,2024-03,0,2024-03,True,False
29bf18,2026-03,1,2026-03,False,False
2a6f60,2023-01,0,2023-01,False,False
2a6f60,2025-01,1,2025-01,False,False
2a9674,2019-06,0,2019-06,True,False
2a9674,2021-06,1,2021-06,True,False
2b072f,2018-06,0,2018-06,True,False
2b072f,2020-06,1,2020-06,True,False
2b2fc9,2021-10,0,2021-10,True,False
2b2fc9,2023-10,1,2023-10,True,False
2cf591,2024-02,0,2024-02,True,False
2cf591,2026-02,1,2026-02,False,False
2d3a5e,2020-03,0,2020-03,True,False
2d3a5e,2022-03,1,2022-03,True,False
2d6473,2022-07,0,2022-07,True,False
2d6473,2024-07,1,2024-07,True,False
2dc203,2022-09,0,2022-09,True,False
2dc203,2024-09,1,2024-09,True,False
2dc3f4,2021-01,0,2021-01,True,False
2dc3f4,2023-01,1,2023-01,True,False
2e9a0f,2018-02,0,2018-02,True,False
2e9a0f,2020-02,1,2020-02,True,False
2ee526,2023-03,0,2023-03,True,False
2ee526,2025-03,1,2025-03,True,False
2efea8,2021-05,0,2021-05,True,False
2efea8,2023-05,1,2023-05,True,False
2f282e,2021-05,0,2021-05,True,False
2f282e,2023-05,1,2023-05,True,False
2f28b1,2020-05,0,2020-05,False,False
2f28b1,2022-05,1,2022-05,False,False
30253b,2020-06,0,2020-06,True,False
30253b,2022-06,1,2022-06,True,False
30e8a1,2023-08,0,2023-08,True,False
30e8a1,2025-08,1,2025-08,True,False
3144e9,2024-01,0,2024-01,True,False
3144e9,2026-01,1,2026-01,False,False
315ab4,2022-03,0,2022-03,True,False
315ab4,2024-03,1,2024-03,True,False
31b745,2023-06,0,2023-06,True,False
31b745,2025-06,1,2025-06,True,False
324fef,2022-05,0,2022-05,True,False
324fef,2024-05,1,2024-05,True,False
3298c3,2017-11,0,2017-11,True,False
3298c3,2019-11,1,2019-11,True,False
32ca8b,2020-09,0,2020-09,True,False
32ca8b,2022-09,1,2022-09,True,False
3329fc,2014-12,0,2014-12,False,False
3329fc,2016-12,1,2016-12,True,False
333265,2019-03,0,2019-03,True,False
333265,2021-03,1,2021-03,True,False
334a21,2023-06,0,2023-06,True,False
334a21,2025-06,1,2025-06,True,False
3367e6,2022-10,0,2022-10,True,False
3367e6,2024-10,1,2024-10,True,False
3384e8,2020-01,0,2020-01,True,False
3384e8,2022-01,1,2022-01,True,False
339408,2018-09,0,2018-09,True,False
339408,2020-09,1,2020-09,True,False
3509f6,2024-05,0,2024-05,True,False
3509f6,2026-05,1,2026-05,False,False
35cab2,2017-04,0,2017-04,True,False
35cab2,2019-04,1,2019-04,True,False
35e6a1,2019-07,0,2019-07,False,False
35e6a1,2021-07,1,2021-07,False,False
3604ee,2020-08,0,2020-08,False,False
3604ee,2022-08,1,2022-08,False,False
360f3f,2023-04,0,2023-04,True,False
360f3f,2025-04,1,2025-04,True,False
3689c7,2022-11,0,2022-11,True,False
3689c7,2024-11,1,2024-11,True,False
36aa6d,2016-10,0,2016-10,False,False
36aa6d,2018-10,1,2018-10,True,False
37de8e,2023-02,0,2023-02,True,False
37de8e,2025-02,1,2025-02,True,False
386e49,2023-04,0,2023-04,True,False
386e49,2025-04,1,2025-04,True,False
38a63a,2022-03,0,2022-03,False,False
38a63a,2024-03,1,2024-03,True,False
394343,2019-03,0,2019-03,False,False
394343,2021-03,1,2021-03,True,False
3a2c8f,2023-06,0,2023-06,True,False
3a2c8f,2025-06,1,2025-06,True,False
3a3d9b,2020-03,0,2020-03,True,False
3a3d9b,2022-03,1,2022-03,True,False
3a6876,2024-02,0,2024-02,True,False
3a6876,2026-02,1,2026-02,False,False
3afab0,2022-05,0,2022-05,True,False
3afab0,2024-05,1,2024-05,True,False
3b25ff,2023-04,0,2023-04,True,False
3b25ff,2025-04,1,2025-04,True,False
3b394c,2021-10,0,2021-10,True,False
3b394c,2023-10,1,2023-10,True,False
3b75e8,2022-01,0,2022-01,True,False
3b75e8,2024-01,1,2024-01,True,False
3cdaec,2023-06,0,2023-06,True,False
3cdaec,2025-06,1,2025-06,True,False
3d13d5,2021-03,0,2021-03,True,False
3d13d5,2023-03,1,2023-03,True,False
3d22b6,2021-11,0,2021-11,False,False
3d22b6,2023-11,1,2023-11,True,False
3db2bf,2021-12,0,2021-12,True,False
3db2bf,2023-12,1,2023-12,True,False
3fceca,2023-05,0,2023-05,True,False
3fceca,2025-05,1,2025-05,True,False
402bb8,2020-07,0,2020-07,True,False
402bb8,2022-07,1,2022-07,True,False
402fc6,2020-03,0,2020-03,True,False
402fc6,2022-03,1,2022-03,True,False
403204,2023-07,0,2023-07,True,False
403204,2025-07,1,2025-07,True,False
406e1c,2024-02,0,2024-02,True,False
406e1c,2026-02,1,2026-02,False,False
41ef34,2024-04,0,2024-04,True,False
41ef34,2026-04,1,2026-04,False,False
427021,2023-06,0,2023-06,True,False
427021,2025-06,1,2025-06,True,False
428bf4,2024-03,0,2024-03,True,False
428bf4,2026-03,1,2026-03,False,False
42fb8e,2019-07,0,2019-07,True,False
42fb8e,2021-07,1,2021-07,True,False
43ff13,2022-10,0,2022-10,True,False
43ff13,2024-10,1,2024-10,True,False
44e11f,2022-06,0,2022-06,True,False
44e11f,2024-06,1,2024-06,True,False
4635b3,2021-05,0,2021-05,True,False
4635b3,2023-05,1,2023-05,True,False
464918,2023-02,0,2023-02,True,False
464918,2025-02,1,2025-02,False,False
468795,2022-12,0,2022-12,True,False
468795,2024-12,1,2024-12,True,False
46d6d7,2022-10,0,2022-10,True,False
46d6d7,2024-10,1,2024-10,True,False
471f4d,2020-04,0,2020-04,True,False
471f4d,2022-04,1,2022-04,True,False
4788c4,2023-03,0,2023-03,True,False
4788c4,2025-03,1,2025-03,True,False
478a74,2022-06,0,2022-06,True,False
478a74,2024-06,1,2024-06,True,False
47c099,2023-11,0,2023-11,True,False
47c099,2025-11,1,2025-11,False,False
47d09d,2020-06,0,2020-06,True,False
47d09d,2022-06,1,2022-06,True,False
48647e,2019-08,0,2019-08,True,False
48647e,2021-08,1,2021-08,True,False
48bfd8,2017-01,0,2017-01,True,False
48bfd8,2019-01,1,2019-01,True,False
49ab2f,2023-11,0,2023-11,False,False
49ab2f,2025-11,1,2025-11,False,False
49b10a,2020-01,0,2020-01,True,False
49b10a,2022-01,1,2022-01,True,False
4a0f59,2023-07,0,2023-07,True,False
4a0f59,2025-07,1,2025-07,True,False
4a7118,2021-12,0,2021-12,True,False
4a7118,2023-12,1,2023-12,True,False
4b1b0a,2023-03,0,2023-03,True,False
4b1b0a,2025-03,1,2025-03,True,False
4b3253,2017-05,0,2017-05,True,False
4b3253,2019-05,1,2019-05,True,False
4b387a,2020-11,0,2020-11,True,False
4b387a,2022-11,1,2022-11,True,False
4ba581,2021-08,0,2021-08,True,False
4ba581,2023-08,1,2023-08,True,False
4bd4b6,2023-04,0,2023-04,True,False
4bd4b6,2025-04,1,2025-04,True,False
4e401f,2021-04,0,2021-04,True,False
4e401f,2023-04,1,2023-04,True,False
4fb111,2024-04,0,2024-04,True,False
4fb111,2026-04,1,2026-04,False,False
4fe318,2023-08,0,2023-08,True,False
4fe318,2025-08,1,2025-08,True,False
5042cc,2021-09,0,2021-09,True,False
5042cc,2023-09,1,2023-09,True,False
505a7f,2018-10,0,2018-10,False,False
505a7f,2020-10,1,2020-10,False,False
511908,2024-01,0,2024-01,True,False
511908,2026-01,1,2026-01,False,False
51b0a1,2023-04,0,2023-04,True,False
51b0a1,2025-04,1,2025-04,True,False
523576,2019-10,0,2019-10,True,False
523576,2021-10,1,2021-10,True,False
524cec,2021-11,0,2021-11,True,False
524cec,2023-11,1,2023-11,True,False
529397,2022-02,0,2022-02,True,False
529397,2024-02,1,2024-02,True,False
52ab65,2024-02,0,2024-02,True,False
52ab65,2026-02,1,2026-02,False,False
52f310,2018-12,0,2018-12,True,False
52f310,2020-12,1,2020-12,True,False
53ac3e,2018-11,0,2018-11,True,False
53ac3e,2020-11,1,2020-11,True,False
53e727,2017-10,0,2017-10,True,False
53e727,2019-10,1,2019-10,True,False
53fa23,2024-01,0,2024-01,True,False
53fa23,2026-01,1,2026-01,True,False
540bd5,2022-04,0,2022-04,False,False
540bd5,2024-04,1,2024-04,False,False
543d48,2019-11,0,2019-11,True,False
543d48,2021-11,1,2021-11,True,False
54ca10,2019-05,0,2019-05,True,False
54ca10,2021-05,1,2021-05,True,False
552803,2019-12,0,2019-12,True,False
552803,2021-12,1,2021-12,True,False
553c0f,2019-12,0,2019-12,False,False
553c0f,2021-12,1,2021-12,False,False
562123,2021-01,0,2021-01,True,False
562123,2023-01,1,2023-01,True,False
564c90,2020-11,0,2020-11,True,False
564c90,2022-11,1,2022-11,True,False
565994,2019-03,0,2019-03,False,False
565994,2021-03,1,2021-03,False,False
565f25,2023-10,0,2023-10,True,False
565f25,2025-10,1,2025-10,False,False
568b4f,2020-01,0,2020-01,True,False
568b4f,2022-01,1,2022-01,True,False
56942f,2023-09,0,2023-09,True,False
56942f,2025-09,1,2025-09,True,False
569aba,2021-05,0,2021-05,True,False
569aba,2023-05,1,2023-05,True,False
56be25,2024-02,0,2024-02,True,False
56be25,2026-02,1,2026-02,False,False
57572b,2024-05,0,2024-05,True,False
57572b,2026-05,1,2026-05,False,False
57e70f,2022-10,0,2022-10,True,False
57e70f,2024-10,1,2024-10,True,False
58607a,2020-11,0,2020-11,True,False
58607a,2022-11,1,2022-11,True,False
5863fc,2019-10,0,2019-10,True,False
5863fc,2021-10,1,2021-10,True,False
5872ba,2020-04,0,2020-04,True,False
5872ba,2022-04,1,2022-04,True,False
5889de,2023-08,0,2023-08,True,False
5889de,2025-08,1,2025-08,True,False
588bd9,2022-10,0,2022-10,True,False
588bd9,2024-10,1,2024-10,True,False
58b70f,2023-02,0,2023-02,True,False
58b70f,2025-02,1,2025-02,True,False
58e831,2019-06,0,2019-06,True,False
58e831,2021-06,1,2021-06,True,False
59244b,2021-03,0,2021-03,False,False
59244b,2023-03,1,2023-03,False,False
5a3386,2022-03,0,2022-03,True,False
5a3386,2024-03,1,2024-03,True,False
5a5b01,2019-10,0,2019-10,True,False
5a5b01,2021-10,1,2021-10,True,False
5a7547,2024-03,0,2024-03,True,False
5a7547,2026-03,1,2026-03,False,False
5acf5c,2023-01,0,2023-01,True,False
5acf5c,2025-01,1,2025-01,True,False
5b6c97,2015-07,0,2015-07,False,False
5b6c97,2017-07,1,2017-07,False,False
5b9f5b,2023-11,0,2023-11,True,False
5b9f5b,2025-11,1,2025-11,False,False
5bbf12,2022-03,0,2022-03,True,False
5bbf12,2024-03,1,2024-03,True,False
5c104a,2023-10,0,2023-10,True,False
5c104a,2025-10,1,2025-10,False,False
5d4c4c,2019-02,0,2019-02,False,False
5d4c4c,2021-02,1,2021-02,False,False
5d9174,2017-03,0,2017-03,True,False
5d9174,2019-03,1,2019-03,True,False
5dc541,2022-07,0,2022-07,False,False
5dc541,2024-07,1,2024-07,True,False
5e2bd1,2019-03,0,2019-03,True,False
5e2bd1,2021-03,1,2021-03,True,False
5e62a0,2022-05,0,2022-05,True,False
5e62a0,2024-05,1,2024-05,True,False
5ea36b,2017-10,0,2017-10,False,False
5ea36b,2019-10,1,2019-10,False,False
5eaf08,2023-05,0,2023-05,True,False
5eaf08,2025-05,1,2025-05,True,False
5ed258,2022-10,0,2022-10,True,False
5ed258,2024-10,1,2024-10,True,False
5ef5b2,2019-12,0,2019-12,False,False
5ef5b2,2021-12,1,2021-12,False,False
5f492b,2019-12,0,2019-12,True,False
5f492b,2021-12,1,2021-12,True,False
5fe65d,2024-03,0,2024-03,True,False
5fe65d,2026-03,1,2026-03,False,False
5fee07,2019-11,0,2019-11,True,False
5fee07,2021-11,1,2021-11,True,False
602581,2024-03,0,2024-03,True,False
602581,2026-03,1,2026-03,False,False
60665b,2022-04,0,2022-04,True,False
60665b,2024-04,1,2024-04,True,False
6080c9,2023-05,0,2023-05,True,False
6080c9,2025-05,1,2025-05,True,False
60e96d,2023-11,0,2023-11,True,False
60e96d,2025-11,1,2025-11,False,False
60ef5c,2018-09,0,2018-09,True,False
60ef5c,2020-09,1,2020-09,True,False
614c8b,2020-06,0,2020-06,True,False
614c8b,2022-06,1,2022-06,True,False
6172bf,2019-06,0,2019-06,True,False
6172bf,2021-06,1,2021-06,True,False
619f29,2022-01,0,2022-01,True,False
619f29,2024-01,1,2024-01,True,False
61b64d,2020-11,0,2020-11,True,False
61b64d,2022-11,1,2022-11,True,False
61d91d,2021-01,0,2021-01,True,False
61d91d,2023-01,1,2023-01,True,False
6242f5,2023-09,0,2023-09,True,False
6242f5,2025-09,1,2025-09,True,False
62441f,2020-02,0,2020-02,True,False
62441f,2022-02,1,2022-02,True,False
6333d1,2024-04,0,2024-04,False,False
6333d1,2026-04,1,2026-04,False,False
637578,2018-03,0,2018-03,True,False
637578,2020-03,1,2020-03,True,False
6380b6,2020-06,0,2020-06,True,False
6380b6,2022-06,1,2022-06,True,False
639f3e,2020-12,0,2020-12,True,False
639f3e,2022-12,1,2022-12,True,False
63b9bf,2023-04,0,2023-04,True,False
63b9bf,2025-04,1,2025-04,True,False
63f2f2,2022-11,0,2022-11,True,False
63f2f2,2024-11,1,2024-11,True,False
6406b0,2018-04,0,2018-04,True,False
6406b0,2020-04,1,2020-04,True,False
64605e,2022-12,0,2022-12,True,False
64605e,2024-12,1,2024-12,True,False
649be8,2021-08,0,2021-08,True,False
649be8,2023-08,1,2023-08,True,False
64a71f,2024-03,0,2024-03,True,False
64a71f,2026-03,1,2026-03,False,False
64ace5,2019-05,0,2019-05,False,False
64ace5,2021-05,1,2021-05,False,False
655394,2021-01,0,2021-01,True,False
655394,2023-01,1,2023-01,True,False
655e38,2019-12,0,2019-12,True,False
655e38,2021-12,1,2021-12,True,False
657a2b,2018-06,0,2018-06,False,False
657a2b,2020-06,1,2020-06,False,False
65f7d4,2021-03,0,2021-03,True,False
65f7d4,2023-03,1,2023-03,True,False
661e37,2022-01,0,2022-01,True,False
661e37,2024-01,1,2024-01,True,False
662d46,2021-05,0,2021-05,True,False
662d46,2023-05,1,2023-05,True,False
66727d,2018-01,0,2018-01,False,False
66727d,2020-01,1,2020-01,True,False
668d0f,2016-04,0,2016-04,False,False
668d0f,2018-04,1,2018-04,True,False
66ba8f,2022-02,0,2022-02,False,False
66ba8f,2024-02,1,2024-02,True,False
66bc02,2021-03,0,2021-03,True,False
66bc02,2023-03,1,2023-03,True,False
66d112,2021-12,0,2021-12,True,False
66d112,2023-12,1,2023-12,True,False
675487,2023-02,0,2023-02,True,False
675487,2025-02,1,2025-02,True,False
68181f,2023-02,0,2023-02,True,False
68181f,2025-02,1,2025-02,True,False
6852d4,2021-05,0,2021-05,True,False
6852d4,2023-05,1,2023-05,True,False
68560c,2023-03,0,2023-03,True,False
68560c,2025-03,1,2025-03,True,False
686a52,2024-01,0,2024-01,True,False
686a52,2026-01,1,2026-01,False,False
68860b,2023-01,0,2023-01,True,False
68860b,2025-01,1,2025-01,True,False
68d4e4,2022-05,0,2022-05,False,False
68d4e4,2024-05,1,2024-05,False,False
691916,2018-12,0,2018-12,False,False
691916,2020-12,1,2020-12,False,False
691b4a,2021-10,0,2021-10,True,False
691b4a,2023-10,1,2023-10,True,False
696b08,2018-11,0,2018-11,False,False
696b08,2020-11,1,2020-11,True,False
6aa7af,2017-08,0,2017-08,False,False
6aa7af,2019-08,1,2019-08,False,False
6ab6d0,2022-06,0,2022-06,True,False
6ab6d0,2024-06,1,2024-06,True,False
6ab72e,2021-01,0,2021-01,True,False
6ab72e,2023-01,1,2023-01,True,False
6b230b,2021-02,0,2021-02,True,False
6b230b,2023-02,1,2023-02,True,False
6c732f,2020-12,0,2020-12,True,False
6c732f,2022-12,1,2022-12,True,False
6caa2f,2019-11,0,2019-11,True,False
6caa2f,2021-11,1,2021-11,True,False
6d31a3,2021-04,0,2021-04,True,False
6d31a3,2023-04,1,2023-04,True,False
6d9880,2021-01,0,2021-01,True,False
6d9880,2023-01,1,2023-01,True,False
6daa7c,2021-07,0,2021-07,True,False
6daa7c,2023-07,1,2023-07,True,False
6e036b,2020-07,0,2020-07,True,False
6e036b,2022-07,1,2022-07,True,False
6e191a,2024-04,0,2024-04,True,False
6e191a,2026-04,1,2026-04,False,False
6e309e,2022-08,0,2022-08,False,False
6e309e,2024-08,1,2024-08,False,False
6ee9a2,2022-10,0,2022-10,True,False
6ee9a2,2024-10,1,2024-10,True,False
6f3fad,2022-10,0,2022-10,False,False
6f3fad,2024-10,1,2024-10,False,False
6f8f09,2022-11,0,2022-11,True,False
6f8f09,2024-11,1,2024-11,True,False
6f9752,2019-02,0,2019-02,True,False
6f9752,2021-02,1,2021-02,True,False
6fa2ee,2020-01,0,2020-01,True,False
6fa2ee,2022-01,1,2022-01,True,False
6fccd5,2018-07,0,2018-07,True,False
6fccd5,2020-07,1,2020-07,True,False
707744,2021-03,0,2021-03,True,False
707744,2023-03,1,2023-03,True,False
707b15,2022-10,0,2022-10,True,False
707b15,2024-10,1,2024-10,True,False
70861f,2023-04,0,2023-04,True,False
70861f,2025-04,1,2025-04,True,False
70977e,2023-04,0,2023-04,True,False
70977e,2025-04,1,2025-04,True,False
71a424,2024-01,0,2024-01,True,False
71a424,2026-01,1,2026-01,False,False
71d73e,2023-05,0,2023-05,True,False
71d73e,2025-05,1,2025-05,False,False
7253db,2015-12,0,2015-12,False,False
7253db,2017-12,1,2017-12,True,False
729344,2023-01,0,2023-01,True,False
729344,2025-01,1,2025-01,True,False
7331dc,2022-09,0,2022-09,True,False
7331dc,2024-09,1,2024-09,True,False
7390db,2018-12,0,2018-12,True,False
7390db,2020-12,1,2020-12,True,False
7419df,2023-06,0,2023-06,True,False
7419df,2025-06,1,2025-06,True,False
743031,2020-11,0,2020-11,True,False
743031,2022-11,1,2022-11,True,False
744c24,2023-02,0,2023-02,True,False
744c24,2025-02,1,2025-02,True,False
747ab8,2023-10,0,2023-10,True,False
747ab8,2025-10,1,2025-10,False,False
7486cf,2022-12,0,2022-12,True,False
7486cf,2024-12,1,2024-12,True,False
749fd0,2016-10,0,2016-10,False,False
749fd0,2018-10,1,2018-10,True,False
75342b,2016-10,0,2016-10,False,False
75342b,2018-10,1,2018-10,True,False
754667,2022-05,0,2022-05,True,False
754667,2024-05,1,2024-05,True,False
758e87,2021-02,0,2021-02,True,False
758e87,2023-02,1,2023-02,True,False
759149,2020-01,0,2020-01,True,False
759149,2022-01,1,2022-01,True,False
75c4ac,2020-02,0,2020-02,True,False
75c4ac,2022-02,1,2022-02,True,False
75f2e5,2023-12,0,2023-12,True,False
75f2e5,2025-12,1,2025-12,False,False
76be3d,2022-06,0,2022-06,True,False
76be3d,2024-06,1,2024-06,True,False
77151b,2019-10,0,2019-10,True,False
77151b,2021-10,1,2021-10,True,False
774010,2022-01,0,2022-01,True,False
774010,2024-01,1,2024-01,True,False
77b3ce,2024-03,0,2024-03,True,False
77b3ce,2026-03,1,2026-03,False,False
77ee55,2020-12,0,2020-12,True,False
