aircraft_id,ref_month,y,year_month,env_available,flag_prior_corrosion,ref_ts,feat_year_month,month_start_date,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature,tow_gate,rh_excess,dew_spread,condensation,freezing,arrhenius_rel,chloride,acid_species,oxidant,black_carbon,parking_hours,wet_parking,salt_wet_dose,acid_dose,acid_prod_dose,arr_wet_dose,corrosivity_increment,age_months,parking_hours_cum,parking_hours_roll6m,parking_hours_roll12m,parking_hours_roll24m,wet_parking_cum,wet_parking_roll6m,wet_parking_roll12m,wet_parking_roll24m,salt_wet_dose_cum,salt_wet_dose_roll6m,salt_wet_dose_roll12m,salt_wet_dose_roll24m,acid_dose_cum,acid_dose_roll6m,acid_dose_roll12m,acid_dose_roll24m,acid_prod_dose_cum,acid_prod_dose_roll6m,acid_prod_dose_roll12m,acid_prod_dose_roll24m,arr_wet_dose_cum,arr_wet_dose_roll6m,arr_wet_dose_roll12m,arr_wet_dose_roll24m,corrosivity_increment_cum,corrosivity_increment_roll6m,corrosivity_increment_roll12m,corrosivity_increment_roll24m,fp_coarse_seasalt,fp_so2,fp_black_carbon,fp_isoprene,fp_humidity,fp_temp_c,feat_ts,feat_gap_months,exact_month
e8e7d4,2016-10,1,2016-10,False,False,2016-10-01,2016-07,2016-07-01 00:00:00+00:00,18386.88333333333,6.9479768786127165,85.0932947976879,4.375722543352601,5.913294797687861,5.96976878612718,0.0,7.240571640152092e-11,6.175135993121407e-09,2.9331261407627163e-09,1.6434389217472215e-11,2.722631059283268e-11,1.6654325439815807e-11,4.974242748117699e-09,3.765740036230279e-09,1.3984054992781474e-10,3.1824718860741725e-10,1.386408740455121e-10,6.039021229712837e-10,2.5909821485754277e-10,2.8579213730067244e-10,1.203515121772272e-07,2.7613820896943018e-08,1.6250935007751066e-11,4.4962163540217856e-10,1.3079109311847718e-10,5.963274214781415e-10,4.920582005055165e-09,5.798158516493716e-15,3.2914065091881673e-10,0.0052881925805504,3.876153794836356e-10,279.75731643769376,0.7347112987424759,5.0932947976879035,2.5722543352601157,0.42425605116945087,0.0,0.2655005692114259,9.180667850285644e-09,6.570473466476249e-10,2.7630071831950767e-08,4.5808773853523196e-10,306.4480555555555,225.1508488943286,2.0670351599086834e-06,1.4793476786147892e-07,2.411329742757726e-15,59.77767853987998,5.880757766091691e-07,11.0,4023.6480555555554,2253.851944444444,4023.6480555555554,4023.6480555555554,1828.0923192048208,1037.200445677394,1828.0923192048208,1828.0923192048208,4.447382259173813e-05,2.4958694115585065e-05,4.447382259173813e-05,4.447382259173813e-05,2.9244124713635363e-06,1.3241220826437302e-06,2.9244124713635363e-06,2.9244124713635363e-06,5.3711070805464366e-14,2.3437279522939068e-14,5.3711070805464366e-14,5.3711070805464366e-14,841.6287292297446,475.40085389801857,841.6287292297446,841.6287292297446,2.2135553404226288e-05,1.2903028311802808e-05,2.2135553404226288e-05,2.2135553404226288e-05,8.877977454730411e-09,6.674422230824366e-10,1.2205454880599832e-10,2.452943315328916e-09,78.96483052747065,14.411900800710297,2016-07-01,3.0,False
36aa6d,2016-10,0,2016-10,False,False,2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
077ee1,2016-10,0,2016-10,False,False,2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
749fd0,2016-10,0,2016-10,False,False,2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
050400,2016-10,0,2016-10,True,False,2016-10-01,2016-10,2016-10-01 00:00:00+00:00,44640.0,21.213068181818183,79.40422348484822,17.36837121212121,14.422348484848484,5.52300189393941,0.0,2.6888572001233016e-10,2.2581903047261297e-08,1.6143806323226667e-08,4.6150738489099835e-10,8.58865179253263e-10,3.5830645417671184e-10,1.3764572195091137e-08,9.393377730766481e-09,4.848900739480529e-10,8.597859656807548e-10,5.833760038112066e-09,1.8623894582312921e-09,9.516954685805742e-10,1.0012692943879168e-09,2.5071558395102506e-07,5.8715088321629066e-08,4.4667138648150125e-10,1.799029196257097e-09,3.0093696782704635e-09,3.6116799474101166e-09,1.528901272788198e-08,4.1707612099523204e-14,2.220406725006196e-09,0.0121198385128731,1.2110950232849469e-08,292.5035021009819,0.47024636938475894,0.0,3.8446969696969724,0.2776023301241705,0.0,0.6774770044229154,3.8994595090500295e-08,2.0954079949231998e-08,5.916175970811057e-08,1.3446760396288078e-09,744.0,349.8632988222607,1.3642777674600764e-05,7.3310635348236956e-06,2.506788475346669e-13,237.02433964362444,1.4209295113802777e-05,13.0,8916.474722222223,4407.683333333333,8773.594166666668,8916.474722222223,3018.1193006835138,2061.454240664431,3010.7834442475323,3018.1193006835138,4.89790569001989e-05,4.014934449649391e-05,4.890374799870725e-05,4.89790569001989e-05,0.00013681446412288658,8.713492788217189e-05,0.00013671127442429755,0.00013681446412288658,3.9383347408202555e-12,2.663158351308141e-12,3.935169422757813e-12,3.9383347408202555e-12,2624.787390435909,1942.949501762234,2622.57890531065,2624.787390435909,0.0001649787623188481,0.00011849971688953284,0.000164925024693719,0.0001649787623188481,7.664488981614998e-09,1.664532411283944e-08,1.7460223594587915e-09,2.8957742531815504e-09,78.20352254942294,22.947183713029826,2016-10-01,0.0,True
854d82,2016-10,0,2016-10,False,False,2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
75342b,2016-10,0,2016-10,False,False,2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
cb4045,2016-11,0,2016-11,True,False,2016-11-01,2016-11,2016-11-01 00:00:00+00:00,43200.0,27.540142276422763,80.95736280487819,23.786585365853657,3.5127032520325203,5.916946138211198,0.0,6.109059786026018e-11,4.807954890141613e-09,6.252530352281162e-10,3.940792817972937e-10,6.286153617478602e-10,2.1494368671303528e-10,2.6575464722041143e-08,1.8816051025274392e-08,5.176720679870767e-10,9.37523037026961e-10,3.302031038910306e-09,3.935813459395292e-09,6.073747348233615e-09,2.9448134364288293e-08,3.732652074086589e-07,4.628986439753974e-08,1.1447019028395927e-09,9.117984413091357e-09,1.0431870409392502e-09,4.766378530112232e-09,1.647227148806193e-08,3.736461040777378e-14,4.126773099028569e-09,0.0182080264303882,3.3949148069867472e-09,299.2756073047245,0.5477224303028905,0.957362804878187,3.753556910569106,0.2861653075088192,0.0,1.0788167903118833,5.49429852322999e-09,7.740132886836303e-09,4.743456630037934e-08,1.4551951050140378e-09,720.0,394.36014981808114,2.1667323887662405e-06,3.0523999648646217e-06,6.350630392777383e-14,425.4423510536557,5.630487613956952e-06,21.0,14850.745555555555,4390.533611111111,8772.668333333333,14850.745555555555,4133.57522399754,2392.8027826161892,2701.51548193689,4133.57522399754,3.333183009316337e-05,1.3497548425902683e-05,1.378932364135991e-05,3.333183009316337e-05,6.958856804545017e-05,2.1307695351840595e-05,2.6023713419402792e-05,6.958856804545017e-05,2.38993056695133e-12,4.850617260876594e-13,6.58179816662409e-13,2.38993056695133e-12,3713.8781919806784,2569.3427466778057,2644.748697473845,3713.8781919806784,8.80010150621924e-05,3.728984578397784e-05,3.8540210639067603e-05,8.80010150621924e-05,6.717682443617519e-09,1.5201701926481293e-08,1.5110951459277574e-09,5.0161309815786675e-09,77.57213477821198,22.521892061771748,2016-11-01,0.0,True
ed799d,2016-12,0,2016-12,True,False,2016-12-01,2016-12,2016-12-01 00:00:00+00:00,44640.0,2.7432567432567434,87.5175024975026,0.7882117882117881,8.608391608391608,5.215724275724294,0.0,5.2608355929398837e-11,4.489943575322335e-09,1.939092803186914e-09,4.409379613636459e-11,7.959361307737239e-11,5.826613495295734e-11,6.825048051915201e-09,4.899722978863146e-09,1.458162219581045e-10,2.381279085747382e-10,5.712764145315125e-10,5.909107610147421e-10,4.5887969321218074e-10,6.558981200415685e-11,2.171693744373797e-07,2.2844962252930346e-08,2.2505602276121512e-11,3.437384736036444e-10,1.5365617469710288e-10,3.1719984731731755e-09,1.4789791758307344e-08,2.051401326234058e-15,6.511830861020913e-10,0.0041668977059473,1.1866249757162312e-09,276.03852044908905,0.8180959829989941,7.517502497502605,1.9550449550449553,0.5211686153493224,0.0,0.19874221010637214,6.481644734438648e-09,1.9115575649448463e-09,2.2867467855206467e-08,3.8394413053284267e-10,744.0,608.6634113512516,3.945139995230305e-06,1.1634951484736218e-06,1.6516147699921285e-14,120.96711158283166,1.0153014390868023e-06,19.0,12969.252777777778,4065.841111111111,8424.415,12969.252777777778,5026.018867548071,2290.386947334411,3397.161838568138,5026.018867548071,3.0255081762317746e-05,1.3277009466836188e-05,2.2189915699740223e-05,3.0255081762317746e-05,3.379982869819053e-05,5.6270286503066615e-06,9.395520879352334e-06,3.379982869819053e-05,8.801335300680021e-13,8.166760347180357e-14,1.4433494084197595e-13,8.801335300680021e-13,2372.6225590544614,711.5301694534461,1107.838764628317,2372.6225590544614,3.8341484565064144e-05,5.778063912226069e-06,1.0164876634761159e-05,3.8341484565064144e-05,2.578583339833017e-09,1.5339360911129235e-09,3.5880770029223843e-10,1.7095550325077939e-09,74.27900703295269,13.298061585135267,2016-12-01,0.0,True
3329fc,2016-12,1,2016-12,True,False,2016-12-01,2016-12,2016-12-01 00:00:00+00:00,44640.0,19.439814814814813,56.37203703703703,9.649691358024691,8.434670781893004,6.188816872427732,0.0,2.6339621114014857e-11,2.202683648105155e-09,6.297640870804196e-10,5.137875809528187e-10,9.672890825092186e-10,1.0328508438259542e-09,4.19081796552029e-09,1.707328881238792e-09,1.5194088896508022e-10,1.2677159654311868e-10,2.529502824905245e-09,4.797394958390512e-10,2.3904014700969016e-10,2.67790653812126e-09,1.3585051781275576e-07,6.346609471764308e-08,6.54961524308329e-10,1.5720924588358335e-09,1.1324723124311172e-09,3.905872688423679e-10,4.8251129792864245e-09,4.1804668354791254e-14,1.3798485575688483e-09,0.0102217250258526,2.467882393620314e-09,292.6688365983624,0.008787553058677153,0.0,9.790123456790122,0.03825907524299937,0.0,0.6853917153591135,2.8587873562995894e-09,6.129857530956676e-09,6.412105624195141e-08,2.787124855081989e-10,744.0,6.5379394756558025,1.8690578709256775e-08,4.007663753178766e-08,1.0345846324504354e-15,4.481049552133793,4.0278563146329404e-08,18.0,12603.902777777777,4416.0,8764.289444444445,12603.902777777777,3687.7565340879073,38.80583430711831,1853.3345722159725,3687.7565340879073,2.0194230282610926e-05,1.1093762846784666e-07,8.08213885459461e-06,2.0194230282610926e-05,1.0736138888657116e-05,2.3787423567254613e-07,3.6543229909530477e-06,1.0736138888657116e-05,1.9970878542713536e-13,6.140760399060649e-15,6.420383251635571e-14,1.9970878542713536e-13,1038.4056168367172,26.597197341697356,400.32561465919804,1038.4056168367172,9.950008889553791e-06,2.390727619007939e-07,2.6524935469962836e-06,9.950008889553791e-06,1.1747222481576334e-09,2.836445946940472e-09,3.4417156761903084e-10,2.4329055892075354e-09,64.90978442720149,17.050850446720442,2016-12-01,0.0,True
48bfd8,2017-01,0,2017-01,True,False,2017-01-01,2017-01,2017-01-01 00:00:00+00:00,44640.0,19.044349070100143,78.8920743919885,15.15450643776824,14.855507868383404,5.524821173104453,0.0,2.575648131247925e-10,2.1761938382072683e-08,1.6080594843473083e-08,5.995078551086677e-10,1.111552772829385e-09,4.5533275512009767e-10,1.4722579168847116e-08,9.639513161790566e-09,5.356178525718744e-10,8.81820226026314e-10,6.303776341538938e-09,2.1554903276496006e-09,1.074045842721121e-09,6.018935400052116e-10,2.796327144677791e-07,5.916018592774288e-08,3.1725801289007903e-10,1.7116403446913891e-09,3.2135642678296998e-09,3.6449928356628845e-09,1.5479197914167636e-08,3.174147487971504e-14,2.6240186094006874e-09,0.0102345581442435,1.1890305059906574e-08,290.2737698740047,0.44482927514471077,0.0,3.889842632331902,0.2734560920996372,0.0,0.5785021517474317,3.810009803867056e-08,2.140764566927521e-08,5.947744394063296e-08,1.4174380785981883e-09,744.0,330.95298070766484,1.2609341011152278e-05,7.084924144180163e-06,2.340515870466426e-13,191.45701146661037,1.1393174769444284e-05,20.0,14546.22861111111,4413.035,8750.706666666665,14546.22861111111,5720.506613283008,1355.241358708137,3545.5016431568542,5720.506613283008,0.00010645553888486643,3.5043540605174494e-05,7.76779193957613e-05,0.00010645553888486643,0.00025003964087511667,6.0169940856617265e-05,0.00014962638498854707,0.00025003964087511667,7.804284313935683e-12,1.764346840279338e-12,4.825954714533951e-12,7.804284313935683e-12,4086.5884198353674,1078.2038271902163,2541.1470271353014,4086.5884198353674,0.00026299829566219727,7.953388997244471e-05,0.00017205192633939326,0.00026299829566219727,7.429087632389513e-09,1.6661713772676294e-08,1.7283737282065192e-09,3.6926646820245375e-09,78.11340758382896,23.748601806892772,2017-01-01,0.0,True
117e01,2017-01,0,2017-01,True,False,2017-01-01,2017-01,2017-01-01 00:00:00+00:00,44562.066666666666,11.841296837974584,76.05528634803942,7.138317480739613,8.143600223990244,6.032637639983698,0.0,1.5305457605988044e-10,1.3003086949313504e-08,4.90833397684833e-09,3.123231726126499e-11,6.170449290862608e-11,8.543949940818844e-11,1.6498219979067231e-09,1.0479525995845784e-09,5.7163363585998e-11,9.180578342920663e-11,3.762539221740748e-10,3.0355658620393483e-10,1.3777318519347556e-10,1.25826694270292e-09,7.050468785596857e-08,3.4017731653817933e-08,1.5841583382469426e-10,4.658055351976255e-10,8.409605174869869e-11,1.8595878568690847e-10,2.3752870017903343e-09,1.835891409506279e-14,3.4165774140315025e-10,0.006359299721865,3.6911082805761366e-10,283.90569694869856,0.3123957307743438,0.0,4.7029793572349705,0.20853262279352772,0.0,0.36348131250644855,1.8064475502221714e-08,8.294608019803871e-10,3.417614748764263e-08,1.4896914701520462e-10,742.7011111111111,232.01665635247267,4.191259204786637e-06,1.9244872185092985e-07,2.9268404912876655e-15,84.3337187743544,1.5933959108191449e-06,24.0,16336.736666666666,4414.7011111111115,8781.280277777778,16336.736666666666,5498.454696453152,1384.4558874662353,2539.7644149136036,5498.454696453152,0.00011262078627418086,2.5576663358537585e-05,4.6006311873258914e-05,0.00011262078627418086,3.16237490285099e-05,1.0522305765571546e-06,1.9531630080723873e-06,3.16237490285099e-05,1.0913131544228363e-12,1.5993166355022582e-14,2.8616667030013737e-14,1.0913131544228363e-12,2626.1244273088287,478.6873974666711,933.9518634182068,2626.1244273088287,7.983597935128778e-05,9.205485727608773e-06,1.7535501976242878e-05,7.983597935128778e-05,8.027365033418836e-09,8.726655733449975e-10,1.5770486440063193e-10,2.6633179387634744e-09,78.69283565338233,14.245803350010707,2017-01-01,0.0,True
