aircraft_id,year_month,corrosion_risk
0874ee,2018-11,0.4545454545454545
0874ee,2018-12,0.2465753424657534
0874ee,2019-01,0.1714285714285714
0874ee,2019-02,0.1428571428571428
0874ee,2019-03,0.2465753424657534
0874ee,2019-04,0.0674157303370786
0874ee,2019-05,0.1714285714285714
0874ee,2019-06,0.2465753424657534
0874ee,2019-07,0.2465753424657534
0874ee,2019-08,0.3709677419354839
0874ee,2019-09,0.3709677419354839
0874ee,2019-10,0.4545454545454545
0874ee,2019-11,0.6666666666666666
0874ee,2019-12,0.4285714285714285
0874ee,2020-01,0.4545454545454545
0874ee,2020-02,0.4545454545454545
0874ee,2020-03,0.8928571428571429
0874ee,2020-04,0.8928571428571429
0874ee,2020-05,0.8928571428571429
0874ee,2020-06,0.8928571428571429
0874ee,2020-07,0.6666666666666666
0874ee,2020-08,0.4545454545454545
0874ee,2020-09,0.4545454545454545
0874ee,2020-10,0.3709677419354839
0874ee,2020-11,0.8928571428571429
0874ee,2020-12,0.8928571428571429
0874ee,2021-01,0.5588235294117647
0874ee,2021-02,0.6744186046511629
0874ee,2021-03,0.5588235294117647
0874ee,2021-04,0.8129781365980016
0874ee,2021-05,0.8928571428571429
0874ee,2021-06,0.3709677419354839
0874ee,2021-07,0.3709677419354839
0874ee,2021-08,0.2465753424657534
0874ee,2021-09,0.2465753424657534
0874ee,2021-10,0.8928571428571429
0874ee,2021-11,0.4545454545454545
0874ee,2021-12,0.2465753424657534
0874ee,2022-01,0.3846153846153846
0874ee,2022-02,0.0769230769230769
0cecbd,2014-12,0.0208333333333333
0cecbd,2015-01,0.0
0cecbd,2015-02,0.0
0cecbd,2015-03,0.0
0cecbd,2015-04,0.0
0cecbd,2015-05,0.0
0cecbd,2015-06,0.0
0cecbd,2015-07,0.0
0cecbd,2015-08,0.0
0cecbd,2015-09,0.0
0cecbd,2015-10,0.0
0cecbd,2015-11,0.0
0cecbd,2015-12,0.0
0cecbd,2016-01,0.0
0cecbd,2016-02,0.0
0cecbd,2016-03,0.0
0cecbd,2016-04,0.0208333333333333
0cecbd,2016-05,0.0
0cecbd,2016-06,0.0
0cecbd,2016-07,0.0
0cecbd,2016-08,0.0
0cecbd,2016-09,0.0
0cecbd,2016-10,0.0
0cecbd,2016-11,0.0
0cecbd,2016-12,0.3709677419354839
0cecbd,2017-01,0.3709677419354839
0cecbd,2017-02,0.2465753424657534
0cecbd,2017-03,0.2465753424657534
0cecbd,2017-04,0.3709677419354839
0cecbd,2017-05,0.3799317706054
0cecbd,2017-06,0.4545454545454545
0cecbd,2017-07,0.3709677419354839
0cecbd,2017-08,0.3709677419354839
0cecbd,2017-09,0.2465753424657534
0cecbd,2017-10,0.3709677419354839
0cecbd,2017-11,0.4545454545454545
0cecbd,2017-12,0.4545454545454545
0cecbd,2018-01,0.0674157303370786
0cecbd,2018-02,0.0638297872340425
0cecbd,2018-03,0.0769230769230769
0cecbd,2018-04,0.0638297872340425
0cecbd,2018-05,0.0674157303370786
0cecbd,2018-06,0.3709677419354839
0cecbd,2018-07,0.4545454545454545
0cecbd,2018-08,0.3709677419354839
0cecbd,2018-09,0.3709677419354839
0cecbd,2018-10,0.2465753424657534
0cecbd,2018-12,0.0674157303370786
0cecbd,2019-01,0.0674157303370786
0cecbd,2019-02,0.0769230769230769
0cecbd,2019-03,0.3709677419354839
0cecbd,2019-04,0.3709677419354839
0cecbd,2019-05,0.5588235294117647
0cecbd,2019-06,0.4285714285714285
0cecbd,2019-07,0.3846153846153846
0cecbd,2019-08,0.4545454545454545
0cecbd,2019-09,0.4545454545454545
0cecbd,2019-10,0.4545454545454545
0cecbd,2019-11,0.5588235294117647
0cecbd,2019-12,0.5588235294117647
0cecbd,2020-01,0.5588235294117647
0cecbd,2020-02,0.5588235294117647
0cecbd,2020-03,0.8928571428571429
0cecbd,2020-04,0.8928571428571429
0cecbd,2020-05,0.8928571428571429
0cecbd,2020-06,0.8928571428571429
0cecbd,2020-07,0.8928571428571429
0cecbd,2020-08,0.8928571428571429
0cecbd,2020-09,0.9411764705882352
0cecbd,2020-10,0.9411764705882352
0cecbd,2020-11,0.8928571428571429
0cecbd,2020-12,0.8928571428571429
0cecbd,2021-01,0.8928571428571429
0cecbd,2021-02,0.5588235294117647
0cecbd,2021-03,0.5588235294117647
0cecbd,2021-04,0.4545454545454545
0cecbd,2021-05,0.6744186046511629
0cecbd,2021-06,0.5588235294117647
0cecbd,2021-07,0.8928571428571429
0cecbd,2021-08,0.8928571428571429
0cecbd,2021-09,0.8928571428571429
0cecbd,2021-10,0.8928571428571429
0cecbd,2021-11,0.8928571428571429
0cecbd,2021-12,0.8928571428571429
0cecbd,2022-01,0.8928571428571429
0cecbd,2022-02,0.8928571428571429
0cecbd,2022-03,0.8928571428571429
0cecbd,2022-04,0.6744186046511629
0cecbd,2022-05,0.5588235294117647
0cecbd,2022-06,0.5588235294117647
0cecbd,2022-07,0.5588235294117647
0cecbd,2022-08,0.8928571428571429
0cecbd,2022-09,0.9411764705882352
0cecbd,2022-10,0.6744186046511629
0cecbd,2022-11,0.8928571428571429
0cecbd,2022-12,0.8928571428571429
0cecbd,2023-01,0.8928571428571429
0cecbd,2023-02,0.5588235294117647
0cecbd,2023-03,0.5588235294117647
0cecbd,2023-04,0.5588235294117647
0cecbd,2023-05,0.6744186046511629
0cecbd,2023-06,0.5588235294117647
0cecbd,2023-07,0.6744186046511629
0cecbd,2023-08,0.5588235294117647
0cecbd,2023-09,0.4545454545454545
0cecbd,2023-10,0.8928571428571429
0cecbd,2023-11,0.6744186046511629
0cecbd,2023-12,0.8928571428571429
0cecbd,2024-01,0.8928571428571429
0cecbd,2024-02,0.6744186046511629
0cecbd,2024-03,0.8928571428571429
0cecbd,2024-04,0.5588235294117647
0cecbd,2024-05,0.8928571428571429
0cecbd,2024-06,0.9411764705882352
0cecbd,2024-07,0.8928571428571429
0cecbd,2024-08,0.6666666666666666
0cecbd,2024-09,0.6744186046511629
0cecbd,2024-10,1.0
0cecbd,2024-11,1.0
0cecbd,2024-12,0.8928571428571429
0cecbd,2025-01,0.8928571428571429
0cecbd,2025-02,0.6744186046511629
0cecbd,2025-03,0.9411764705882352
0cecbd,2025-04,0.6744186046511629
0cecbd,2025-05,0.8928571428571429
0cecbd,2025-06,0.6744186046511629
0cecbd,2025-07,0.8928571428571429
0cecbd,2025-08,0.8928571428571429
0e8d73,2023-01,0.0674157303370786
0e8d73,2023-02,0.0674157303370786
0e8d73,2023-03,0.0666666666666666
0e8d73,2023-04,0.0638297872340425
0e8d73,2023-05,0.0454545454545454
0e8d73,2023-06,0.0454545454545454
0e8d73,2023-07,0.0
0e8d73,2023-08,0.0
0e8d73,2023-09,0.0
0e8d73,2023-10,0.0
0e8d73,2023-11,0.0
0e8d73,2023-12,0.0
0e8d73,2024-01,0.0674157303370786
0e8d73,2024-02,0.0
0e8d73,2024-03,0.0208333333333333
0e8d73,2024-04,0.0
0e8d73,2024-05,0.0
0e8d73,2024-06,0.0454545454545454
0e8d73,2024-07,0.0208333333333333
0e8d73,2024-08,0.0208333333333333
0e8d73,2024-09,0.0
0e8d73,2024-10,0.0454545454545454
0e8d73,2024-11,0.0454545454545454
0e8d73,2024-12,0.0
0e8d73,2025-01,0.3709677419354839
0e8d73,2025-02,0.2465753424657534
0e8d73,2025-03,0.3709677419354839
0e8d73,2025-04,0.2465753424657534
0e8d73,2025-05,0.0674157303370786
0e8d73,2025-06,0.1714285714285714
0e8d73,2025-07,0.2465753424657534
0e8d73,2025-08,0.3709677419354839
0e8d73,2025-09,0.4545454545454545
0f9e86,2014-09,0.0
0f9e86,2014-10,0.0
0f9e86,2014-11,0.0
0f9e86,2014-12,0.0
0f9e86,2015-01,0.0
0f9e86,2015-02,0.0
0f9e86,2015-03,0.0
0f9e86,2015-04,0.0208333333333333
0f9e86,2015-05,0.0
0f9e86,2015-06,0.0208333333333333
0f9e86,2015-07,0.0
0f9e86,2015-08,0.0208333333333333
0f9e86,2015-09,0.0208333333333333
0f9e86,2015-10,0.0
0f9e86,2015-11,0.0
0f9e86,2015-12,0.0
0f9e86,2016-01,0.0
0f9e86,2016-02,0.0
0f9e86,2016-03,0.0
0f9e86,2016-04,0.0
0f9e86,2016-05,0.0
0f9e86,2016-06,0.0208333333333333
0f9e86,2016-07,0.0
0f9e86,2016-08,0.0208333333333333
0f9e86,2016-09,0.2465753424657534
0f9e86,2016-10,0.1714285714285714
0f9e86,2016-11,0.0674157303370786
0f9e86,2016-12,0.0674157303370786
0f9e86,2017-01,0.0769230769230769
0f9e86,2017-02,0.1428571428571428
0f9e86,2017-03,0.1428571428571428
0f9e86,2017-04,0.0769230769230769
0f9e86,2017-05,0.1428571428571428
0f9e86,2017-06,0.3709677419354839
0f9e86,2017-07,0.2465753424657534
0f9e86,2017-08,0.2465753424657534
0f9e86,2017-09,0.2465753424657534
0f9e86,2017-10,0.1428571428571428
0f9e86,2017-11,0.2465753424657534
0f9e86,2017-12,0.0769230769230769
0f9e86,2018-01,0.1428571428571428
0f9e86,2018-02,0.0769230769230769
0f9e86,2018-03,0.2465753424657534
0f9e86,2018-04,0.2465753424657534
0f9e86,2018-05,0.2465753424657534
0f9e86,2018-06,0.3709677419354839
0f9e86,2018-07,0.2465753424657534
0f9e86,2018-08,0.2465753424657534
0f9e86,2018-09,0.3709677419354839
0f9e86,2018-10,0.3709677419354839
0f9e86,2018-11,0.2465753424657534
0f9e86,2018-12,0.3709677419354839
0f9e86,2019-01,0.3709677419354839
0f9e86,2019-02,0.4545454545454545
0f9e86,2019-03,0.4545454545454545
0f9e86,2019-04,0.4545454545454545
0f9e86,2019-05,0.5588235294117647
0f9e86,2019-06,0.5
0f9e86,2019-07,0.4545454545454545
0f9e86,2019-08,0.4545454545454545
0f9e86,2019-09,0.6744186046511629
0f9e86,2019-10,0.5588235294117647
0f9e86,2019-11,0.4545454545454545
0f9e86,2019-12,0.4545454545454545
0f9e86,2020-01,0.4545454545454545
0f9e86,2020-02,0.5
0f9e86,2020-03,0.8928571428571429
0f9e86,2020-04,0.8928571428571429
0f9e86,2020-05,0.6744186046511629
0f9e86,2020-06,0.6744186046511629
0f9e86,2020-07,0.6744186046511629
0f9e86,2020-08,0.5588235294117647
0f9e86,2020-09,0.4545454545454545
0f9e86,2020-10,0.5588235294117647
0f9e86,2020-11,0.5588235294117647
0f9e86,2020-12,0.6744186046511629
0f9e86,2021-01,0.4545454545454545
0f9e86,2021-02,0.4545454545454545
0f9e86,2021-03,0.4545454545454545
0f9e86,2021-04,0.4545454545454545
0f9e86,2021-05,0.4545454545454545
0f9e86,2021-06,0.4545454545454545
0f9e86,2021-07,0.2465753424657534
0f9e86,2021-08,0.4545454545454545
0f9e86,2021-09,0.2465753424657534
0f9e86,2021-10,0.8928571428571429
0f9e86,2021-11,0.5588235294117647
0f9e86,2021-12,0.3709677419354839
0f9e86,2022-01,0.4545454545454545
0f9e86,2022-02,0.3709677419354839
0f9e86,2022-03,0.3709677419354839
0f9e86,2022-04,0.3709677419354839
0f9e86,2022-05,0.6744186046511629
0f9e86,2022-06,0.4545454545454545
0f9e86,2022-07,0.4545454545454545
0f9e86,2022-08,0.3709677419354839
0f9e86,2022-09,0.2465753424657534
0f9e86,2022-10,0.2465753424657534
0f9e86,2022-11,0.3709677419354839
0f9e86,2022-12,0.3709677419354839
0f9e86,2023-01,0.4545454545454545
0f9e86,2023-02,0.4545454545454545
0f9e86,2023-03,0.8928571428571429
0f9e86,2023-04,0.4545454545454545
0f9e86,2023-05,0.4545454545454545
0f9e86,2023-06,0.3709677419354839
0f9e86,2023-07,0.3729519443713014
0f9e86,2023-08,0.4545454545454545
0f9e86,2023-09,0.4545454545454545
0f9e86,2023-10,0.8928571428571429
0f9e86,2023-11,0.9411764705882352
0f9e86,2023-12,0.4545454545454545
0f9e86,2024-01,0.5588235294117647
0f9e86,2024-02,0.5216986028398115
0f9e86,2024-03,0.6666666666666666
0f9e86,2024-04,0.8928571428571429
0f9e86,2024-05,0.5588235294117647
0f9e86,2024-06,0.6744186046511629
0f9e86,2024-07,0.5588235294117647
0f9e86,2024-08,1.0
0f9e86,2024-09,0.8928571428571429
0f9e86,2024-10,0.5588235294117647
0f9e86,2024-11,0.5588235294117647
0f9e86,2024-12,0.6744186046511629
0f9e86,2025-01,0.6744186046511629
0f9e86,2025-02,0.5588235294117647
0f9e86,2025-03,0.5588235294117647
0f9e86,2025-04,0.8928571428571429
0f9e86,2025-05,0.8928571428571429
0f9e86,2025-06,0.5588235294117647
0f9e86,2025-07,0.5588235294117647
0f9e86,2025-08,0.4545454545454545
0ffc2d,2018-11,0.0208333333333333
0ffc2d,2018-12,0.0208333333333333
0ffc2d,2019-01,0.0
0ffc2d,2019-02,0.0
0ffc2d,2019-03,0.0
0ffc2d,2019-04,0.0
0ffc2d,2019-05,0.0638297872340425
0ffc2d,2019-06,0.0666666666666666
0ffc2d,2019-07,0.0638297872340425
0ffc2d,2019-08,0.0208333333333333
0ffc2d,2019-09,0.0208333333333333
0ffc2d,2019-10,0.0638297872340425
0ffc2d,2019-11,0.0208333333333333
0ffc2d,2019-12,0.0208333333333333
0ffc2d,2020-01,0.0638297872340425
0ffc2d,2020-02,0.0638297872340425
0ffc2d,2020-03,0.0666666666666666
0ffc2d,2020-04,0.0454545454545454
0ffc2d,2020-05,0.0
0ffc2d,2020-06,0.0
0ffc2d,2020-07,0.0
0ffc2d,2020-08,0.0
0ffc2d,2020-09,0.0
0ffc2d,2020-10,0.0
0ffc2d,2020-11,0.0208333333333333
0ffc2d,2020-12,0.0638297872340425
0ffc2d,2021-01,0.0454545454545454
0ffc2d,2021-02,0.0454545454545454
0ffc2d,2021-03,0.0674157303370786
0ffc2d,2021-04,0.1714285714285714
0ffc2d,2021-05,0.3709677419354839
0ffc2d,2021-06,0.1428571428571428
0ffc2d,2021-07,0.0208333333333333
0ffc2d,2021-08,0.0638297872340425
0ffc2d,2021-09,0.0666666666666666
0ffc2d,2021-10,0.0638297872340425
0ffc2d,2021-11,0.0454545454545454
0ffc2d,2021-12,0.1714285714285714
0ffc2d,2022-01,0.1428571428571428
0ffc2d,2022-02,0.0
0ffc2d,2022-03,0.0
0ffc2d,2022-04,0.0
0ffc2d,2022-05,0.0
0ffc2d,2022-06,0.0
0ffc2d,2022-07,0.0
0ffc2d,2022-08,0.0
0ffc2d,2022-09,0.0
0ffc2d,2022-10,0.0
0ffc2d,2022-11,0.0
0ffc2d,2022-12,0.0
0ffc2d,2023-01,0.0
0ffc2d,2023-02,0.0208333333333333
0ffc2d,2023-03,0.0674157303370786
0ffc2d,2023-04,0.1714285714285714
0ffc2d,2023-05,0.2465753424657534
0ffc2d,2023-06,0.1714285714285714
0ffc2d,2023-07,0.2465753424657534
0ffc2d,2023-08,0.2465753424657534
0ffc2d,2023-09,0.2465753424657534
0ffc2d,2023-10,0.2465753424657534
0ffc2d,2023-11,0.4545454545454545
0ffc2d,2023-12,0.4545454545454545
0ffc2d,2024-01,0.4545454545454545
0ffc2d,2024-02,0.5097188319017432
0ffc2d,2024-03,0.8928571428571429
0ffc2d,2024-04,0.6744186046511629
0ffc2d,2024-05,0.5588235294117647
0ffc2d,2024-06,0.5588235294117647
0ffc2d,2024-07,0.5588235294117647
0ffc2d,2024-08,0.5588235294117647
0ffc2d,2024-09,0.5588235294117647
0ffc2d,2024-10,0.9411764705882352
0ffc2d,2024-11,0.8928571428571429
0ffc2d,2024-12,1.0
0ffc2d,2025-01,0.8928571428571429
0ffc2d,2025-02,0.8928571428571429
0ffc2d,2025-03,0.9411764705882352
0ffc2d,2025-04,0.8928571428571429
0ffc2d,2025-05,0.8928571428571429
0ffc2d,2025-06,0.8928571428571429
0ffc2d,2025-07,0.8928571428571429
0ffc2d,2025-08,0.8928571428571429
0ffc2d,2025-09,0.8928571428571429
11f0e3,2014-09,0.0674157303370786
11f0e3,2014-10,0.0674157303370786
11f0e3,2014-11,0.0
11f0e3,2014-12,0.0208333333333333
11f0e3,2015-01,0.0
11f0e3,2015-02,0.0
11f0e3,2015-03,0.0
11f0e3,2015-04,0.0
11f0e3,2015-05,0.0
11f0e3,2015-06,0.0
11f0e3,2015-07,0.0
11f0e3,2015-08,0.0
11f0e3,2015-09,0.0
11f0e3,2015-10,0.0
11f0e3,2015-11,0.0
11f0e3,2015-12,0.0
11f0e3,2016-01,0.0
11f0e3,2016-02,0.0
11f0e3,2016-03,0.0
11f0e3,2016-04,0.0
11f0e3,2016-05,0.0
11f0e3,2016-06,0.0
11f0e3,2016-07,0.0208333333333333
11f0e3,2016-08,0.0208333333333333
11f0e3,2016-09,0.2465753424657534
11f0e3,2016-10,0.1428571428571428
11f0e3,2016-11,0.0769230769230769
11f0e3,2016-12,0.2465753424657534
11f0e3,2017-01,0.2465753424657534
11f0e3,2017-02,0.2465753424657534
11f0e3,2017-03,0.0769230769230769
11f0e3,2017-04,0.1428571428571428
11f0e3,2017-05,0.2465753424657534
11f0e3,2017-06,0.2465753424657534
11f0e3,2017-07,0.4285714285714285
11f0e3,2017-08,0.2465753424657534
11f0e3,2017-09,0.2465753424657534
11f0e3,2017-10,0.2465753424657534
11f0e3,2017-11,0.2465753424657534
11f0e3,2017-12,0.2465753424657534
11f0e3,2018-01,0.0674157303370786
11f0e3,2018-02,0.1714285714285714
11f0e3,2018-03,0.1428571428571428
11f0e3,2018-04,0.2465753424657534
11f0e3,2018-05,0.2465753424657534
11f0e3,2018-06,0.2465753424657534
11f0e3,2018-07,0.1714285714285714
11f0e3,2018-08,0.0769230769230769
11f0e3,2018-09,0.0769230769230769
11f0e3,2018-10,0.0674157303370786
11f0e3,2018-11,0.0769230769230769
11f0e3,2018-12,0.2465753424657534
11f0e3,2019-01,0.3709677419354839
11f0e3,2019-02,0.4285714285714285
11f0e3,2019-03,0.3709677419354839
11f0e3,2019-04,0.4545454545454545
11f0e3,2019-05,0.4545454545454545
11f0e3,2019-06,0.5588235294117647
11f0e3,2019-07,0.5588235294117647
11f0e3,2019-08,0.4545454545454545
11f0e3,2019-09,0.4545454545454545
11f0e3,2019-10,0.4545454545454545
11f0e3,2019-11,0.6744186046511629
11f0e3,2019-12,0.4545454545454545
11f0e3,2020-01,0.5030465038500451
11f0e3,2020-02,0.5588235294117647
11f0e3,2020-03,0.8928571428571429
11f0e3,2020-04,0.6744186046511629
11f0e3,2020-05,0.5588235294117647
11f0e3,2020-06,0.5588235294117647
11f0e3,2020-07,0.5588235294117647
11f0e3,2020-08,0.6682651972065767
11f0e3,2020-09,0.5588235294117647
11f0e3,2020-10,0.4545454545454545
11f0e3,2020-11,0.5588235294117647
11f0e3,2020-12,0.4285714285714285
11f0e3,2021-01,0.5
11f0e3,2021-02,0.1714285714285714
11f0e3,2021-03,0.3709677419354839
11f0e3,2021-04,0.2465753424657534
11f0e3,2021-05,0.2465753424657534
11f0e3,2021-06,0.2465753424657534
11f0e3,2021-07,0.2465753424657534
11f0e3,2021-08,0.0769230769230769
11f0e3,2021-09,0.0769230769230769
11f0e3,2021-10,0.8928571428571429
11f0e3,2021-11,0.2465753424657534
11f0e3,2021-12,0.2465753424657534
11f0e3,2022-01,0.2465753424657534
11f0e3,2022-02,0.1714285714285714
11f0e3,2022-03,0.2465753424657534
11f0e3,2022-04,0.4545454545454545
11f0e3,2022-05,0.4545454545454545
11f0e3,2022-06,0.3709677419354839
11f0e3,2022-07,0.3846153846153846
11f0e3,2022-08,0.3709677419354839
11f0e3,2022-09,0.4545454545454545
11f0e3,2022-10,0.2465753424657534
11f0e3,2022-11,0.4285714285714285
11f0e3,2022-12,0.3709677419354839
11f0e3,2023-01,0.5588235294117647
11f0e3,2023-02,0.4545454545454545
11f0e3,2023-03,0.5588235294117647
11f0e3,2023-04,0.3709677419354839
11f0e3,2023-05,0.4545454545454545
11f0e3,2023-06,0.3709677419354839
11f0e3,2023-07,0.2465753424657534
11f0e3,2023-08,0.3709677419354839
